
🇨🇳央视频道,#genre#
cctv14,http://hlsbkmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv14hd/1000/index.m3u8?&encrypt=
cctv14,http://61.169.37.218:9901/tsfile/live/0014_1.m3u8?key=txiptv
cctv14,http://hlsbkmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv14hd/350/index.m3u8?&encrypt=
cctv14,http://gmxw.7766.org:808/hls/32/index.m3u8
cctv14,http://58.220.219.14:9901/tsfile/live/0014_1.m3u8?key=txiptv
cctv14,http://122.224.153.162:9901/tsfile/live/0014_1.m3u8?key=txiptv

cctv15,http://gxdl-lhs.8866.org:85/tsfile/live/1025_1.m3u8?key=txiptv&playlive=1&authid=0
cctv15,http://hlsbkmgsplive.miguvideo.com/migu/kailu/20200324/cctv15hd/57/index.m3u8?&encrypt=
cctv15,http://hlsbkmgsplive.miguvideo.com/migu/kailu/20200324/cctv15hd/51/index.m3u8?&encrypt=
cctv15,http://hlsbkmgsplive.miguvideo.com/envivo_x/2018/SD/cctv15/350/index.m3u8?&encrypt=
cctv15,http://hlsbkmgsplive.miguvideo.com/envivo_x/2018/SD/cctv15/1000/index.m3u8?&encrypt=
cctv15,http://hlsbkmgsplive.miguvideo.com/migu/kailu/20200324/cctv15hd/50/index.m3u8?&encrypt=
cctv15,http://61.169.37.218:9901/tsfile/live/0015_1.m3u8?key=txiptv
cctv15,http://vod.cctv.cn/cms/2018-08-10/CCTV15_2m_20180810124638599-16050_video_1-001.mp4
cctv15,http://gmxw.7766.org:808/hls/102/index.m3u8
cctv15,http://58.220.219.14:9901/tsfile/live/0015_1.m3u8?key=txiptv
cctv15,http://122.224.153.162:9901/tsfile/live/0015_1.m3u8?key=txiptv
cctv15,http://vod.cctv.cn/cms/2020-01-21/CCTV15_2m_e0e5d731e7fe46ecbc39f99ca2a5f721-1579603045186_451-001.mp4
cctv15,http://vod.cctv.cn/zhuanma/cms/cut/2019/6/6/OlyL20190606094500000CH00000014/CCTV15_2m_7093ec08d7bf4cd39ac11045a3d82416.mp4

cctv2,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226195/1.m3u8
cctv2,http://61.169.37.218:9901/tsfile/live/0002_1.m3u8?key=txiptv
cctv2,http://cfss.cc/ds/bst.php?id=Cf-2
cctv2,http://hlsbkmgsplive.miguvideo.com/wd_r2/cctv/cctv2hd/3000/index.m3u8?&encrypt=
cctv2,http://hlsbkmgsplive.miguvideo.com/migu/kailu/cctv2hd265/55/20200407/index.m3u8?&encrypt=
cctv2,http://hlsbkmgsplive.miguvideo.com/wd_r2/cctv/cctv2hd/1500/index.m3u8?&encrypt=
cctv2,http://hlsbkmgsplive.miguvideo.com/wd_r2/cctv/cctv2hd/600/index.m3u8?&encrypt=
cctv2,http://hlsbkmgsplive.miguvideo.com/wd_r2/cctv/cctv2/350/index.m3u8?&encrypt=
cctv2,http://hlsbkmgsplive.miguvideo.com/wd_r2/cctv/cctv2/600/index.m3u8?&encrypt=
cctv2,http://hlsbkmgsplive.miguvideo.com/wd_r2/cctv/cctv2hd/350/index.m3u8?&encrypt=
cctv2,http://gmxw.7766.org:808/hls/20/index.m3u8
cctv2,http://58.220.219.14:9901/tsfile/live/0002_1.m3u8?key=txiptv

cctv3,http://111.20.40.166/PLTV/88888893/224/3221226397/index.m3u8
cctv3,http://hlsbkmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv3hd/2000/index.m3u8?&encrypt=
cctv3,http://hlsbkmgsplive.miguvideo.com/wd_r2/ocn/cctv3hd/3000/index.m3u8?&encrypt=
cctv3,http://hlsbkmgsplive.miguvideo.com/ws_w/2018/cctv3/350/index.m3u8?&encrypt=
cctv3,http://hlsbkmgsplive.miguvideo.com/ws_w/2018/cctv3/1000/index.m3u8?&encrypt=
cctv3,http://hlsbkmgsplive.miguvideo.com/wd_r2/2018ocn/cctv3hd/350/index.m3u8?&encrypt=
cctv3,http://hlsbkmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv3hd/1000/index.m3u8?&encrypt=
cctv3,http://61.169.37.218:9901/tsfile/live/0003_1.m3u8?key=txiptv
cctv3,http://cfss.cc/api/ysp/cctv3.m3u8
cctv3,http://gmxw.7766.org:808/hls/91/index.m3u8
cctv3,http://58.220.219.14:9901/tsfile/live/0003_1.m3u8?key=txiptv

cctv4,http://hlsbkmgsplive.miguvideo.com/migu/kailu/20200324/cctv4meihd/51/index.m3u8?&encrypt=
cctv4,http://hlsbkmgsplive.miguvideo.com/wd_r2/cctv/cctv4hd/3000/index.m3u8?&encrypt=
cctv4,http://hlsbkmgsplive.miguvideo.com/migu/kailu/cctv4hd265/57/20191230/index.m3u8?&encrypt=
cctv4,http://hlsbkmgsplive.miguvideo.com/migu/kailu/20200324/cctv4ouhd/57/index.m3u8?&encrypt=
cctv4,http://hlsbkmgsplive.miguvideo.com/migu/kailu/20200324/cctv4meihd/57/index.m3u8?&encrypt=
cctv4,http://hlsbkmgsplive.miguvideo.com/wd_r2/cctv/cctv4hd/1500/index.m3u8?&encrypt=
cctv4,http://hlsbkmgsplive.miguvideo.com/migu/kailu/20200324/cctv4ouhd/51/index.m3u8?&encrypt=
cctv4,http://hlsbkmgsplive.miguvideo.com/envivo_x/2018/SD/cctv4/350/index.m3u8?&encrypt=
cctv4,http://hlsbkmgsplive.miguvideo.com/envivo_x/2018/SD/cctv4/1000/index.m3u8?&encrypt=
cctv4,http://hlsbkmgsplive.miguvideo.com/wd_r2/cctv/cctv4hd/350/index.m3u8?&encrypt=
cctv4,http://hlsbkmgsplive.miguvideo.com/wd_r2/cctv/cctv4hd/600/index.m3u8?&encrypt=
cctv4,http://cfss.cc/api/ysp/cctv4.m3u8
cctv4,http://hlsbkmgsplive.miguvideo.com/migu/kailu/20200324/cctv4ouhd/50/index.m3u8?&encrypt=
cctv4,http://hlsbkmgsplive.miguvideo.com/migu/kailu/20200324/cctv4meihd/50/index.m3u8?&encrypt=
cctv4,http://61.169.37.218:9901/tsfile/live/0004_1.m3u8?key=txiptv
cctv4,http://58.220.219.14:9901/tsfile/live/0004_1.m3u8?key=txiptv
cctv4,http://111.20.40.164/PLTV/88888893/224/3221226191/index.m3u8
cctv4,http://cfss.cc/ds/bst.php?id=Cf-4
cctv4,http://159.75.85.63:5679/cctv4k.php
cctv4,http://cfss.cc/api/ysp/cctv4k.m3u8

cctv5,http://61.169.37.218:9901/tsfile/live/0005_1.m3u8?key=txiptv
cctv5,http://hlsbkmgsplive.miguvideo.com/wd_r2/cctv/cctv5hdnew/2500/index.m3u8?&encrypt=
cctv5,http://hlsbkmgsplive.miguvideo.com/migu/kailu/cctv5hd265/57/20191230/index.m3u8?&encrypt=
cctv5,http://hlsbkmgsplive.miguvideo.com/wd_r2/cctv/cctv5hdnew/1200/index.m3u8?&encrypt=
cctv5,http://hlsbkmgsplive.miguvideo.com/wd_r2/cctv/cctv5new/350/index.m3u8?&encrypt=
cctv5,http://hlsbkmgsplive.miguvideo.com/wd_r2/cctv/cctv5new/600/index.m3u8?&encrypt=
cctv5,http://hlsbkmgsplive.miguvideo.com/wd_r2/cctv/cctv5hdnew/350/index.m3u8?&encrypt=
cctv5,http://hlsbkmgsplive.miguvideo.com/wd_r2/cctv/cctv5hdnew/600/index.m3u8?&encrypt=
cctv5,http://gxdl-lhs.8866.org:85/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
cctv5,http://cfss.cc/api/ysp/cctv5.m3u8
cctv5,http://cfss.cc/api/ysp/cctv5p.m3u8
cctv5,http://hlsbkmgsplive.miguvideo.com/wd_r2/cctv/cctv5plusnew/1200/index.m3u8?&encrypt=
cctv5,http://hlsbkmgsplive.miguvideo.com/wd_r2/cctv/cctv5plusnew/2500/index.m3u8?&encrypt=

cctv6,http://hlsbkmgsplive.miguvideo.com/wd_r2/ocn/cctv6hd/3000/index.m3u8?&encrypt=
cctv6,http://cfss.cc/api/ysp/cctv6.m3u8
cctv6,http://hlsbkmgsplive.miguvideo.com/migu/kailu/cctv6hd265/55/20200407/index.m3u8?&encrypt=
cctv6,http://hlsbkmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv6hd/2000/index.m3u8?&encrypt=
cctv6,http://hlsbkmgsplive.miguvideo.com/ws_w/2018/cctv6/350/index.m3u8?&encrypt=
cctv6,http://hlsbkmgsplive.miguvideo.com/ws_w/2018/cctv6/1000/index.m3u8?&encrypt=
cctv6,http://hlsbkmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv6hd/350/index.m3u8?&encrypt=
cctv6,http://hlsbkmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv6hd/1000/index.m3u8?&encrypt=
cctv6,http://61.169.37.218:9901/tsfile/live/0006_1.m3u8?key=txiptv
cctv6,http://111.20.40.166/PLTV/88888893/224/3221226393/index.m3u8
cctv6,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226393/index.m3u8
cctv6,http://58.220.219.14:9901/tsfile/live/0006_1.m3u8?key=txiptv
cctv6,https://live.goodiptv.club/api/bestv.php?id=cctv6hd8m/8000000

cctv7,http://hlsbkmgsplive.miguvideo.com/migu/kailu/20200324/cctv7hd/57/index.m3u8?&encrypt=
cctv7,http://hlsbkmgsplive.miguvideo.com/migu/kailu/20200324/cctv7hd/51/index.m3u8?&encrypt=
cctv7,http://hlsbkmgsplive.miguvideo.com/envivo_x/2018/SD/cctv7/350/index.m3u8?&encrypt=
cctv7,http://hlsbkmgsplive.miguvideo.com/envivo_x/2018/SD/cctv7/1000/index.m3u8?&encrypt=
cctv7,http://hlsbkmgsplive.miguvideo.com/migu/kailu/20200324/cctv7hd/50/index.m3u8?&encrypt=
cctv7,http://cfss.cc/api/ysp/cctv7.m3u8
cctv7,http://61.169.37.218:9901/tsfile/live/0007_1.m3u8?key=txiptv
cctv7,http://gmxw.7766.org:808/hls/25/index.m3u8
cctv7,http://122.224.153.162:9901/tsfile/live/0007_1.m3u8?key=txiptv
cctv7,http://58.220.219.14:9901/tsfile/live/0007_1.m3u8?key=txiptv

cctv8,http://hlsbkmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv8hd/1000/index.m3u8?&encrypt=
cctv8,http://hlsbkmgsplive.miguvideo.com/migu/kailu/cctv8hd265/55/20200407/index.m3u8?&encrypt=
cctv8,http://hlsbkmgsplive.miguvideo.com/wd_r2/ocn/cctv8hd/3000/index.m3u8?&encrypt=
cctv8,http://hlsbkmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv8hd/2000/index.m3u8?&encrypt=
cctv8,http://hlsbkmgsplive.miguvideo.com/wd_r2/cctv/cctv8/350/index.m3u8?&encrypt=
cctv8,http://hlsbkmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv8hd/350/index.m3u8?&encrypt=
cctv8,http://hlsbkmgsplive.miguvideo.com/wd_r2/cctv/cctv8/600/index.m3u8?&encrypt=
cctv8,http://61.169.37.218:9901/tsfile/live/0008_1.m3u8?key=txiptv
cctv8,http://cfss.cc/api/ysp/cctv8.m3u8
cctv8,http://159.75.85.63:8765/xxtv8k.php
cctv8,http://159.75.85.63:8654/xx8k50fps.php

cctv9,http://hlsbkmgsplive.miguvideo.com/migu/kailu/20200324/cctv9hd/50/index.m3u8?&encrypt=
cctv9,http://hlsbkmgsplive.miguvideo.com/migu/kailu/20200324/cctv9hd/57/index.m3u8?&encrypt=
cctv9,http://hlsbkmgsplive.miguvideo.com/migu/kailu/20200324/cctv9hd/51/index.m3u8?&encrypt=
cctv9,http://hlsbkmgsplive.miguvideo.com/ws_w/2018/cctv9/350/index.m3u8?&encrypt=
cctv9,http://hlsbkmgsplive.miguvideo.com/ws_w/2018/cctv9/1000/index.m3u8?&encrypt=
cctv9,http://cfss.cc/api/ysp/cctv9.m3u8
cctv9,http://61.169.37.218:9901/tsfile/live/0009_1.m3u8?key=txiptv
cctv9,http://gmxw.7766.org:808/hls/27/index.m3u8
cctv9,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8
cctv9,http://58.220.219.14:9901/tsfile/live/0009_1.m3u8?key=txiptv
cctv9,http://cfss.cc/ds/bst.php?id=Cf-10

CHC动作电影,http://111.20.40.166/PLTV/88888893/224/3221226465/index.m3u8
CHC动作电影,http://223.151.51.27:85/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0

CHC家庭影院,http://111.20.40.166/PLTV/88888893/224/3221226462/index.m3u8
CHC家庭影院,http://221.2.36.34:8888/newlive/live/hls/55/live.m3u8

CHC高清电影,http://111.20.40.166/PLTV/88888893/224/3221226463/index.m3u8
CHC高清电影,http://221.2.36.34:8888/newlive/live/hls/57/live.m3u8
CHC高清电影,http://223.151.51.27:85/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0



卫视频道,#genre#
三沙卫视,https://pullsstv90080111.ssws.tv/live/SSTV20220729.m3u8
三沙卫视,http://gmxw.7766.org:808/hls/76/index.m3u8

东南卫视,http://61.169.37.218:9901/tsfile/live/0137_1.m3u8?key=txiptv
东南卫视,http://hlsbkmgsplive.miguvideo.com/wd_r1/2018/bestv/dnws/350/index.m3u8?&encrypt=
东南卫视,http://hlsbkmgsplive.miguvideo.com/wd_r1/2018/bestv/dnws/1000/index.m3u8?&encrypt=
东南卫视,http://gmxw.7766.org:808/hls/55/index.m3u8
东南卫视,http://58.220.219.14:9901/tsfile/live/0137_1.m3u8?key=txiptv
东南卫视,http://122.224.153.162:9901/tsfile/live/0137_1.m3u8?key=txiptv
东南卫视,http://gxdl-lhs.8866.org:85/tsfile/live/1043_1.m3u8?key=txiptv&playlive=1&authid=0

东方卫视,http://hlsbkmgsplive.miguvideo.com/wd_r4/dfl/dongfangwshd/3000/index.m3u8?&encrypt=
东方卫视,http://hlsbkmgsplive.miguvideo.com/wd_r4/dfl/dongfangwshd/1200/index.m3u8?&encrypt=
东方卫视,http://hlsbkmgsplive.miguvideo.com/wd_r4/dfl/dongfangwssd/350/index.m3u8?&encrypt=
东方卫视,http://hlsbkmgsplive.miguvideo.com/wd_r4/dfl/dongfangwssd/600/index.m3u8?&encrypt=
东方卫视,http://hlsbkmgsplive.miguvideo.com/wd_r4/dfl/dongfangwshd/350/index.m3u8?&encrypt=
东方卫视,http://hlsbkmgsplive.miguvideo.com/wd_r4/dfl/dongfangwshd/600/index.m3u8?&encrypt=
东方卫视,http://61.169.37.218:9901/tsfile/live/0107_1.m3u8?key=txiptv

云南卫视,http://hlsbkmgsplive.miguvideo.com/envivo_x/2018/SD/yunnan/350/index.m3u8?&encrypt=
云南卫视,http://hlsbkmgsplive.miguvideo.com/envivo_x/2018/SD/yunnan/1000/index.m3u8?&encrypt=
云南卫视,http://61.169.37.218:9901/tsfile/live/0113_1.m3u8?key=txiptv
云南卫视,http://tvlive.ynradio.com/live/yunnanweishi/chunks.m3u8
云南卫视,http://gmxw.7766.org:808/hls/52/index.m3u8
云南卫视,http://58.220.219.14:9901/tsfile/live/0119_1.m3u8?key=txiptv
云南卫视,http://122.224.153.162:9901/tsfile/live/0119_1.m3u8?key=txiptv
云南卫视,http://218.17.196.234:9901/tsfile/live/0119_1.m3u8

内蒙古卫视,http://hlsbkmgsplive.miguvideo.com/envivo_w/2018/SD/neimeng/350/index.m3u8?&encrypt=
内蒙古卫视,http://hlsbkmgsplive.miguvideo.com/envivo_w/2018/SD/neimeng/1000/index.m3u8?&encrypt=
内蒙古卫视,http://61.169.37.218:9901/tsfile/live/0117_1.m3u8?key=txiptv
内蒙古卫视,http://222.175.159.226:808/hls/202366/index.m3u8
内蒙古卫视,http://gmxw.7766.org:808/hls/60/index.m3u8
内蒙古卫视,http://gxdl-lhs.8866.org:85/tsfile/live/0109_1.m3u8?key=txiptv&playlive=0&authid=0
内蒙古卫视,http://218.17.196.234:9901/tsfile/live/0109_1.m3u8
内蒙古卫视,http://222.71.90.218:8888/newlive/live/hls/46/live.m3u8
内蒙古卫视,http://v2.91kds.cn/b9/hoge.m3u8?ip=nmtv&id=92&auth=rinimabi

北京卫视,http://cfss.cc/api/ysp/bjws.m3u8
北京卫视,http://hlsbkmgsplive.miguvideo.com/ws_w/2018/bjws/bjws2000/2000/index.m3u8?&encrypt=
北京卫视,http://hlsbkmgsplive.miguvideo.com/envivo_v/2018/SD/beijing/350/index.m3u8?&encrypt=
北京卫视,http://hlsbkmgsplive.miguvideo.com/envivo_v/2018/SD/beijing/1000/index.m3u8?&encrypt=
北京卫视,http://hlsbkmgsplive.miguvideo.com/ws_w/2018/bjws/bjws450/350/index.m3u8?&encrypt=
北京卫视,http://hlsbkmgsplive.miguvideo.com/ws_w/2018/bjws/bjws711/1000/index.m3u8?&encrypt=
北京卫视,http://61.169.37.218:9901/tsfile/live/1005_1.m3u8?key=txiptv
北京卫视,http://58.220.219.14:9901/tsfile/live/0122_1.m3u8?key=txiptv
北京卫视,https://live-hls-web-ajb.getaj.net/AJB/01.m3u8
北京卫视,http://hlsbkmgsplive.miguvideo.com/wd_r3/btv/btv6/3000/index.m3u8?&encrypt=
北京卫视,http://hlsbkmgsplive.miguvideo.com/wd_r3/btv/btv6/2000/index.m3u8?&encrypt=
北京卫视,http://hlsbkmgsplive.miguvideo.com/wd_r3/btv/btv6/1000/index.m3u8?&encrypt=
北京卫视,http://hlsbkmgsplive.miguvideo.com/wd_r3/btv/btv6/350/index.m3u8?&encrypt=

厦门卫视,http://gmxw.7766.org:808/hls/17/index.m3u8

吉林卫视,http://live.ybtvyun.com/video/s10016-7e5f23de35df/index.m3u8
吉林卫视,http://stream1.jlntv.cn/jlws/sd/live.m3u8
吉林卫视,http://stream1.jlntv.cn/jlws/playlist.m3u8
吉林卫视,http://hlsbkmgsplive.miguvideo.com/envivo_v/2018/SD/jilin/350/index.m3u8?&encrypt=
吉林卫视,http://hlsbkmgsplive.miguvideo.com/envivo_v/2018/SD/jilin/1000/index.m3u8?&encrypt=
吉林卫视,http://61.169.37.218:9901/tsfile/live/0135_1.m3u8?key=txiptv
吉林卫视,http://gmxw.7766.org:808/hls/10/index.m3u8
吉林卫视,http://58.220.219.14:9901/tsfile/live/0116_1.m3u8?key=txiptv
吉林卫视,http://122.224.153.162:9901/tsfile/live/0116_1.m3u8?key=txiptv
吉林卫视,http://218.17.196.234:9901/tsfile/live/0017_1.m3u8

四川卫视,http://hlsbkmgsplive.miguvideo.com/envivo_v/2018/SD/sichuanTV/350/index.m3u8?&encrypt=
四川卫视,http://hlsbkmgsplive.miguvideo.com/envivo_v/2018/SD/sichuanTV/1000/index.m3u8?&encrypt=
四川卫视,http://61.169.37.218:9901/tsfile/live/0131_1.m3u8?key=txiptv
四川卫视,http://218.17.196.234:9901/tsfile/live/0123_1.m3u8
四川卫视,http://gmxw.7766.org:808/hls/50/index.m3u8
四川卫视,http://58.220.219.14:9901/tsfile/live/0123_1.m3u8?key=txiptv
四川卫视,http://122.224.153.162:9901/tsfile/live/0123_1.m3u8?key=txiptv

天津卫视,http://hlsbkmgsplive.miguvideo.com/wd-tianjinhd-1200/index.m3u8?&encrypt=
天津卫视,http://hlsbkmgsplive.miguvideo.com/wd-tianjinwssd-350/index.m3u8?&encrypt=
天津卫视,http://hlsbkmgsplive.miguvideo.com/wd-tianjinwssd-600/index.m3u8?&encrypt=
天津卫视,http://hlsbkmgsplive.miguvideo.com/wd-tianjinhd-350/index.m3u8?&encrypt=
天津卫视,http://hlsbkmgsplive.miguvideo.com/wd-tianjinhd-600/index.m3u8?&encrypt=
天津卫视,http://61.169.37.218:9901/tsfile/live/0138_1.m3u8?key=txiptv
天津卫视,http://gmxw.7766.org:808/hls/42/index.m3u8
天津卫视,http://58.220.219.14:9901/tsfile/live/0135_1.m3u8?key=txiptv

宁夏卫视,http://61.169.37.218:9901/tsfile/live/0125_1.m3u8?key=txiptv
宁夏卫视,http://hlsbkmgsplive.miguvideo.com/envivo_x/2018/SD/ningxia/350/index.m3u8?&encrypt=
宁夏卫视,http://hlsbkmgsplive.miguvideo.com/envivo_x/2018/SD/ningxia/1000/index.m3u8?&encrypt=
宁夏卫视,http://122.224.153.162:9901/tsfile/live/0112_1.m3u8?key=txiptv
宁夏卫视,http://gmxw.7766.org:808/hls/106/index.m3u8
宁夏卫视,http://58.220.219.14:9901/tsfile/live/0112_1.m3u8?key=txiptv
宁夏卫视,http://222.175.159.226:808/hls/202367/index.m3u8
宁夏卫视,http://222.71.90.218:8888/newlive/live/hls/42/live.m3u8
宁夏卫视,http://api2.52tb.xyz/info?id=49&token=20230326xflvzc

安徽卫视,http://hlsbkmgsplive.miguvideo.com/wd_r2/2018/ocn/anhuiwshd/2000/index.m3u8?&encrypt=
安徽卫视,http://hlsbkmgsplive.miguvideo.com/wd-anhuiwssd-350/index.m3u8?&encrypt=
